timestamp,user,content,is_question,is_answer
07:58,田博士带娃学习,3岁以上，直接拍1号链接99元21天，0基础弱基础启蒙识字，小朋友快速打破识字瓶颈～,False,True
07:59,田博士带娃学习,正在讲解：3-8岁快速识字、自主阅读方法！0基础可用！1号链接名额有限，先到先得！,False,True
08:00,田博士带娃学习,支持各类手机/平板/学习机！APP内每阅读20分钟自动护眼提醒！,False,True
08:01,田博士带娃学习,1号链接99元21天APP阅读卡，养成识字习惯，锻炼阅读思维，娃不累、妈不操心！,False,True
08:02,田博士带娃学习,今天在直播间下单，除产品外让孩子再拥有一个专属识字指导客服,False,True
08:03,田博士带娃学习,特别提醒！一号链接21天会员畅享，不含平板&学习机哦,False,True
08:04,田博士带娃学习,仅直播间活动力度，优惠数量有限，每个手机号码限购一次哦,False,True
08:05,田博士带娃学习,软件提供超3000本精致绘本，包含典故、名著、小百科，培养并激励孩子的识字积极性哦~,False,True
08:05,田博士带娃学习,@🌈*** 1号链接99元21天APP阅读卡，养成识字习惯，锻炼阅读思维，娃不累、妈不操心！,False,True
08:06,田博士带娃学习,下单后务必查看短信！点击链接，核销领取🌟专属客服🌟协助产品开通、使用！,False,True
08:06,陌***,3岁能学吗？,True,False
08:06,田博士带娃学习,@陌*** 可以,False,True
08:07,🌈***,两岁多能学会吗？,True,False
08:07,田博士带娃学习,@🌈*** 3岁以上，直接拍1号链接99元21天，0基础弱基础启蒙识字，小朋友快速打破识字瓶颈～,False,True
08:07,田博士带娃学习,3岁以上，直接拍1号链接99元21天，0基础弱基础启蒙识字，小朋友快速打破识字瓶颈～,False,True
08:08,田博士带娃学习,正在讲解：3-8岁快速识字、自主阅读方法！0基础可用！1号链接名额有限，先到先得！,False,True
08:09,田博士带娃学习,支持各类手机/平板/学习机！APP内每阅读20分钟自动护眼提醒！,False,True
08:10,田博士带娃学习,1号链接99元21天APP阅读卡，养成识字习惯，锻炼阅读思维，娃不累、妈不操心！,False,True
08:10,漫***,会不会近视,True,False
08:10,田博士带娃学习,支持各类手机/平板/学习机！APP内每阅读20分钟自动护眼提醒！,False,True
08:11,田博士带娃学习,今天在直播间下单，除产品外让孩子再拥有一个专属识字指导客服,False,True
08:12,田博士带娃学习,特别提醒！一号链接21天会员畅享，不含平板&学习机哦,False,True
08:13,田博士带娃学习,仅直播间活动力度，优惠数量有限，每个手机号码限购一次哦,False,True
08:14,田博士带娃学习,软件提供超3000本精致绘本，包含典故、名著、小百科，培养并激励孩子的识字积极性哦~,False,True
08:15,田博士带娃学习,下单后务必查看短信！点击链接，核销领取🌟专属客服🌟协助产品开通、使用！,False,True
08:16,田博士带娃学习,3岁以上，直接拍1号链接99元21天，0基础弱基础启蒙识字，小朋友快速打破识字瓶颈～,False,True
08:17,田博士带娃学习,正在讲解：3-8岁快速识字、自主阅读方法！0基础可用！1号链接名额有限，先到先得！,False,True
08:18,田博士带娃学习,支持各类手机/平板/学习机！APP内每阅读20分钟自动护眼提醒！,False,True
08:19,田博士带娃学习,1号链接99元21天APP阅读卡，养成识字习惯，锻炼阅读思维，娃不累、妈不操心！,False,True
08:19,天***,我在孩子小班时买的这个，现在上中班了还没开始用！,True,False
08:19,田博士带娃学习,@天*** 3岁以上，直接拍1号链接99元21天，0基础弱基础启蒙识字，小朋友快速打破识字瓶颈～,False,True
08:20,田博士带娃学习,今天在直播间下单，除产品外让孩子再拥有一个专属识字指导客服,False,True
08:20,天***,99买的[赞],False,False
08:20,田博士带娃学习,正在讲解：3-8岁快速识字、自主阅读方法！0基础可用！1号链接名额有限，先到先得！,False,True
08:21,田博士带娃学习,特别提醒！一号链接21天会员畅享，不含平板&学习机哦,False,True
08:22,田博士带娃学习,仅直播间活动力度，优惠数量有限，每个手机号码限购一次哦,False,True
08:23,田博士带娃学习,软件提供超3000本精致绘本，包含典故、名著、小百科，培养并激励孩子的识字积极性哦~,False,True
08:24,温***,一年级可以不,True,False
08:24,田博士带娃学习,@温*** 3岁以上，直接拍1号链接99元21天，0基础弱基础启蒙识字，小朋友快速打破识字瓶颈～,False,True
08:24,田博士带娃学习,下单后务必查看短信！点击链接，核销领取🌟专属客服🌟协助产品开通、使用！,False,True
08:24,温***,达不到,False,False
08:25,田博士带娃学习,3岁以上，直接拍1号链接99元21天，0基础弱基础启蒙识字，小朋友快速打破识字瓶颈～,False,True
08:25,田博士带娃学习,@温*** 1号链接99元21天APP阅读卡，养成识字习惯，锻炼阅读思维，娃不累、妈不操心！,False,True
08:26,田博士带娃学习,正在讲解：3-8岁快速识字、自主阅读方法！0基础可用！1号链接名额有限，先到先得！,False,True
08:27,田博士带娃学习,支持各类手机/平板/学习机！APP内每阅读20分钟自动护眼提醒！,False,True
08:27,温***,刚开始喜欢这个模式，但是后面就是一模一样的模式，后面就只玩里面的游戏就不识字了，只为了游戏而识字,True,False
08:27,温***,最终没学会,True,False
08:27,田博士带娃学习,@温*** 根据小朋友基础、投入时间、吸收能力等，不同小朋友学习效果不同,False,True
08:28,曦***,可以学几年？,True,False
08:28,明***,可以学多长时间,True,False
08:28,田博士带娃学习,@明*** 1号链接99元21天APP阅读卡，养成识字习惯，锻炼阅读思维，娃不累、妈不操心！,False,True
08:29,田博士带娃学习,今天在直播间下单，除产品外让孩子再拥有一个专属识字指导客服,False,True
08:29,温***,我试试,False,False
08:29,范***,拍了咋用,True,False
08:29,田博士带娃学习,@范*** 下单后务必查看短信！点击链接，核销领取🌟专属客服🌟协助产品开通、使用！,False,True
08:30,田博士带娃学习,特别提醒！一号链接21天会员畅享，不含平板&学习机哦,False,True
08:30,皓***,几岁开始啊,True,False
08:30,田博士带娃学习,@皓*** 3岁以上，直接拍1号链接99元21天，0基础弱基础启蒙识字，小朋友快速打破识字瓶颈～,False,True
08:30,田博士带娃学习,仅直播间活动力度，优惠数量有限，每个手机号码限购一次哦,False,True
08:31,田博士带娃学习,软件提供超3000本精致绘本，包含典故、名著、小百科，培养并激励孩子的识字积极性哦~,False,True
08:31,简***,能用多久,True,False
08:31,田博士带娃学习,@简*** 1号链接99元21天APP阅读卡，养成识字习惯，锻炼阅读思维，娃不累、妈不操心！,False,True
08:32,♠***,总共需要多少钱,False,False
08:32,田博士带娃学习,下单后务必查看短信！点击链接，核销领取🌟专属客服🌟协助产品开通、使用！,False,True
08:32,奔***,是软件吗,True,False
08:32,田博士带娃学习,@奔*** 1号链接99元21天APP阅读卡，养成识字习惯，锻炼阅读思维，娃不累、妈不操心！,False,True
08:33,我***,老师好,False,False
08:33,我***,如果看完21天了再咋收费,True,False
08:33,田博士带娃学习,@我*** 1号链接99元21天APP阅读卡，养成识字习惯，锻炼阅读思维，娃不累、妈不操心！,False,True
08:33,英***,ipad可以看吗,True,False
08:33,田博士带娃学习,@英*** 可以,False,True
08:33,田博士带娃学习,3岁以上，直接拍1号链接99元21天，0基础弱基础启蒙识字，小朋友快速打破识字瓶颈～,False,True
08:33,奔***,限制时间吗,True,False
08:33,田博士带娃学习,@奔*** 1号链接99元21天APP阅读卡，养成识字习惯，锻炼阅读思维，娃不累、妈不操心！,False,True
08:34,我***,咋收费,True,False
08:34,英***,试用下,False,False
08:34,田博士带娃学习,@英*** 1号链接99元21天APP阅读卡，养成识字习惯，锻炼阅读思维，娃不累、妈不操心！,False,True
08:34,我***,是一年还是按月,True,False
08:34,田博士带娃学习,正在讲解：3-8岁快速识字、自主阅读方法！0基础可用！1号链接名额有限，先到先得！,False,True
08:35,我***,21 天结束后呢,False,False
08:35,田博士带娃学习,支持各类手机/平板/学习机！APP内每阅读20分钟自动护眼提醒！,False,True
08:35,英***,你试试，才进来,False,False
08:36,田博士带娃学习,1号链接99元21天APP阅读卡，养成识字习惯，锻炼阅读思维，娃不累、妈不操心！,False,True
08:36,皓***,我家小孩40个月，几乎没有识字能用吗,True,False
08:37,田博士带娃学习,@皓*** 可以,False,True
08:37,招***,一直可以使用吗,True,False
08:37,田博士带娃学习,今天在直播间下单，除产品外让孩子再拥有一个专属识字指导客服,False,True
08:38,田博士带娃学习,特别提醒！一号链接21天会员畅享，不含平板&学习机哦,False,True
08:39,田博士带娃学习,@招*** 21天,False,True
08:39,田博士带娃学习,仅直播间活动力度，优惠数量有限，每个手机号码限购一次哦,False,True
08:40,沐***,有效期多长时间,True,False
08:40,田博士带娃学习,@沐*** 1号链接99元21天APP阅读卡，养成识字习惯，锻炼阅读思维，娃不累、妈不操心！,False,True
08:40,田博士带娃学习,软件提供超3000本精致绘本，包含典故、名著、小百科，培养并激励孩子的识字积极性哦~,False,True
08:40,英***,拍了,False,False
08:40,田博士带娃学习,@英*** 下单后务必查看短信！点击链接，核销领取🌟专属客服🌟协助产品开通、使用！,False,True
08:41,田博士带娃学习,下单后务必查看短信！点击链接，核销领取🌟专属客服🌟协助产品开通、使用！,False,True
08:42,田博士带娃学习,3岁以上，直接拍1号链接99元21天，0基础弱基础启蒙识字，小朋友快速打破识字瓶颈～,False,True
08:43,田博士带娃学习,正在讲解：3-8岁快速识字、自主阅读方法！0基础可用！1号链接名额有限，先到先得！,False,True
08:44,1***,怎么识字，通过绘本阅读识字？,True,False
08:44,田博士带娃学习,支持各类手机/平板/学习机！APP内每阅读20分钟自动护眼提醒！,False,True
08:45,田博士带娃学习,1号链接99元21天APP阅读卡，养成识字习惯，锻炼阅读思维，娃不累、妈不操心！,False,True
08:46,田博士带娃学习,今天在直播间下单，除产品外让孩子再拥有一个专属识字指导客服,False,True
08:47,田博士带娃学习,特别提醒！一号链接21天会员畅享，不含平板&学习机哦,False,True
08:48,田博士带娃学习,仅直播间活动力度，优惠数量有限，每个手机号码限购一次哦,False,True
08:49,田博士带娃学习,软件提供超3000本精致绘本，包含典故、名著、小百科，培养并激励孩子的识字积极性哦~,False,True
08:49,二***,用PC端练习吗,True,False
08:50,田博士带娃学习,@二*** 手机平板学习机都可以,False,True
08:50,田博士带娃学习,下单后务必查看短信！点击链接，核销领取🌟专属客服🌟协助产品开通、使用！,False,True
08:51,二***,有纸质资料的吧,True,False
08:51,用***,21天以后呢,False,False
08:51,王***,21天以后呢,False,False
08:51,田博士带娃学习,3岁以上，直接拍1号链接99元21天，0基础弱基础启蒙识字，小朋友快速打破识字瓶颈～,False,True
08:52,王***,21天以后能不能用了,True,False
08:52,田博士带娃学习,@王*** 1号链接99元21天APP阅读卡，养成识字习惯，锻炼阅读思维，娃不累、妈不操心！,False,True
08:52,范***,21天以后就不可以用了么,False,False
